Fiscal_Year_Released,Recidivism_Reporting_Year,Age_At_Release,Days_To_Return,Release_Type,Race_Ethnicity,Sex,Offense_Classification,Offense_Type,Offense_Subtype,Return_To_Prison,Recidivism_Type,New_Offense_Classification,New_Offense_Type,New_Offense_Subtype
2015,2018,2,0,5,10,2,3,5,1,1,2,0,0,0
2015,2018,2,0,1,10,2,6,4,16,1,2,0,0,0
2015,2018,1,384,1,10,2,3,3,6,2,1,6,3,9
2015,2018,3,0,1,10,2,6,1,25,1,2,0,0,0
2015,2018,2,0,5,7,2,3,5,1,1,2,0,0,0
2015,2018,3,0,11,10,2,3,4,14,1,2,0,0,0
2015,2018,2,0,5,10,2,5,5,18,1,2,0,0,0
2015,2018,1,0,1,10,2,6,1,25,1,2,0,0,0
2015,2018,2,0,5,7,1,5,3,23,1,2,0,0,0
2015,2018,3,344,5,10,1,6,4,14,2,3,6,4,14
2015,2018,1,0,5,9,2,5,5,1,1,2,0,0,0
2015,2018,1,307,5,10,2,6,1,25,2,3,6,1,25
2015,2018,2,774,5,10,2,6,3,23,2,1,3,5,1
2015,2018,3,43,5,10,1,5,1,25,2,3,5,1,25
2015,2018,1,0,11,10,2,6,5,19,1,2,0,0,0
2015,2018,3,0,1,10,2,3,3,6,1,2,0,0,0
2015,2018,2,196,5,10,2,5,1,25,2,1,5,1,25
2015,2018,2,0,5,7,2,3,4,27,1,2,0,0,0
2015,2018,2,0,5,7,2,6,5,1,1,2,0,0,0
2015,2018,1,0,1,7,2,3,3,23,1,2,0,0,0
2015,2018,1,0,1,7,2,6,1,25,1,2,0,0,0
2015,2018,2,131,5,10,2,4,1,25,2,3,4,1,25
2015,2018,2,198,5,10,2,6,5,1,2,3,6,5,1
2015,2018,1,0,1,10,2,3,3,6,1,2,0,0,0
2015,2018,1,0,5,4,2,8,1,25,1,2,0,0,0
2015,2018,4,0,1,10,2,3,5,1,1,2,0,0,0
2015,2018,2,0,5,7,1,5,3,6,1,2,0,0,0
2015,2018,1,260,5,10,2,3,3,23,2,1,3,1,7
2015,2018,4,364,5,10,1,6,4,16,2,3,6,4,16
2015,2018,3,0,8,10,2,6,3,23,1,2,0,0,0
2015,2018,2,344,5,7,2,5,3,6,2,1,5,3,6
2015,2018,2,0,1,10,1,6,4,17,1,2,0,0,0
2015,2018,2,0,6,4,2,5,3,9,1,2,0,0,0
2015,2018,4,987,1,10,2,6,3,6,2,1,3,1,7
2015,2018,2,0,5,10,2,6,3,6,1,2,0,0,0
2015,2018,2,410,5,10,2,3,4,24,2,1,6,3,6
2015,2018,1,813,5,10,2,6,5,1,2,1,6,5,1
2015,2018,1,254,5,7,2,5,5,1,2,1,8,2,12
2015,2018,3,1011,1,10,2,3,5,1,2,1,3,1,7
2015,2018,5,0,5,10,2,6,4,16,1,2,0,0,0
2015,2018,2,0,5,7,2,5,3,23,1,2,0,0,0
2015,2018,1,0,8,2,2,6,3,6,1,2,0,0,0
2015,2018,2,633,5,10,2,6,1,13,2,1,6,1,13
2015,2018,2,257,5,10,2,5,1,25,2,3,5,1,25
2015,2018,5,0,1,10,2,3,5,1,1,2,0,0,0
2015,2018,3,0,6,9,2,6,4,27,1,2,0,0,0
2015,2018,1,0,1,10,2,6,3,6,1,2,0,0,0
2015,2018,2,258,5,10,2,5,1,25,2,3,5,1,25
2015,2018,1,0,1,10,2,6,3,23,1,2,0,0,0
2015,2018,2,0,5,10,1,6,1,25,1,2,0,0,0
2015,2018,2,0,10,10,2,5,1,25,1,2,0,0,0
2015,2018,3,0,5,10,1,5,1,25,1,2,0,0,0
2015,2018,3,514,5,7,1,6,3,9,2,3,6,3,9
2015,2018,2,77,5,7,2,5,1,25,2,3,5,1,25
2015,2018,2,0,1,10,1,6,5,1,1,2,0,0,0
2015,2018,2,0,5,10,2,6,5,1,1,2,0,0,0
2015,2018,1,735,5,10,2,5,3,6,2,3,5,3,6
2015,2018,2,203,5,10,2,6,4,16,2,3,6,4,16
2015,2018,1,314,1,10,2,6,3,9,2,1,6,4,14
2015,2018,1,0,5,10,2,6,3,6,1,2,0,0,0
2015,2018,2,294,5,10,2,5,1,25,2,3,5,1,25
2015,2018,3,0,5,10,2,5,5,19,1,2,0,0,0
2015,2018,1,903,11,7,2,16,5,19,2,1,6,2,12
2015,2018,2,0,1,7,2,6,1,25,1,2,0,0,0
2015,2018,2,0,1,10,2,5,3,6,1,2,0,0,0
2015,2018,1,338,11,10,2,5,5,19,2,1,3,2,12
2015,2018,3,312,5,10,1,6,3,6,2,3,6,3,6
2015,2018,2,159,5,10,1,6,3,9,2,1,6,3,9
2015,2018,2,372,5,10,2,5,3,6,2,1,5,3,6
2015,2018,2,167,5,7,2,5,3,23,2,1,5,3,23
2015,2018,2,806,1,10,2,5,3,23,2,1,5,3,23
2015,2018,3,0,1,9,2,3,4,16,1,2,0,0,0
2015,2018,3,0,1,7,2,3,5,1,1,2,0,0,0
2015,2018,4,483,5,7,2,6,5,1,2,1,6,5,1
2015,2018,1,0,1,10,2,3,3,23,1,2,0,0,0
2015,2018,3,0,5,10,2,3,4,3,1,2,0,0,0
2015,2018,1,0,1,10,2,6,3,26,1,2,0,0,0
2015,2018,2,248,11,10,2,3,4,14,2,1,6,4,14
2015,2018,2,556,5,7,2,5,1,25,2,1,6,1,7
2015,2018,2,0,11,10,2,16,5,19,1,2,0,0,0
2015,2018,2,0,5,7,2,5,1,25,1,2,0,0,0
2015,2018,1,0,5,7,2,6,4,8,1,2,0,0,0
2015,2018,1,0,5,10,2,6,5,1,1,2,0,0,0
2015,2018,1,0,5,10,2,3,5,1,1,2,0,0,0
2015,2018,1,0,1,7,2,13,5,1,1,2,0,0,0
2015,2018,3,0,5,10,2,6,3,23,1,2,0,0,0
2015,2018,2,951,5,7,2,5,1,25,2,1,5,5,18
2015,2018,1,96,11,10,1,5,3,23,2,1,3,2,12
2015,2018,2,0,5,10,2,6,3,9,1,2,0,0,0
2015,2018,2,152,5,10,2,6,4,16,2,3,6,4,16
2015,2018,2,0,5,7,2,3,4,27,1,2,0,0,0
2015,2018,3,397,11,6,2,3,5,19,2,1,3,2,12
2015,2018,2,367,5,10,1,6,3,23,2,3,6,3,23
2015,2018,4,0,1,10,2,3,4,3,1,2,0,0,0
2015,2018,2,0,1,10,2,6,5,1,1,2,0,0,0
2015,2018,2,0,1,10,2,6,3,9,1,2,0,0,0
2015,2018,2,70,5,10,2,6,3,9,2,3,6,3,9
2015,2018,2,775,1,2,2,3,5,1,2,1,6,4,14
2015,2018,4,0,10,10,1,3,3,23,1,2,0,0,0
2015,2018,5,0,5,10,1,4,1,25,1,2,0,0,0
2015,2018,2,0,8,10,1,6,1,25,1,2,0,0,0
2015,2018,2,0,5,10,2,6,3,6,1,2,0,0,0
2015,2018,2,0,5,10,2,3,3,6,1,2,0,0,0
2015,2018,1,0,5,10,2,6,3,23,1,2,0,0,0
2015,2018,2,0,1,10,2,3,5,1,1,2,0,0,0
2015,2018,3,0,11,7,2,6,1,25,1,2,0,0,0
2015,2018,2,0,5,10,1,6,3,9,1,2,0,0,0
2015,2018,2,507,5,10,2,5,5,11,2,3,5,5,11
2015,2018,2,0,5,7,2,6,1,25,1,2,0,0,0
2015,2018,4,0,10,10,2,5,3,23,1,2,0,0,0
2015,2018,1,232,7,7,2,6,4,27,2,1,6,3,6
2015,2018,2,174,5,10,2,5,1,25,2,1,5,1,25
2015,2018,2,0,5,10,2,6,5,1,1,2,0,0,0
2015,2018,2,0,5,10,1,6,3,9,1,2,0,0,0
2015,2018,2,0,5,10,1,6,1,7,1,2,0,0,0
2015,2018,3,0,1,10,2,8,2,12,1,2,0,0,0
2015,2018,2,147,5,10,2,5,1,25,2,1,5,1,25
2015,2018,1,0,1,10,2,6,3,6,1,2,0,0,0
2015,2018,4,75,5,10,2,6,4,16,2,1,6,4,16
2015,2018,4,0,9,10,2,5,1,25,1,2,0,0,0
2015,2018,3,0,1,7,1,5,3,9,1,2,0,0,0
2015,2018,2,0,7,10,2,5,5,19,1,2,0,0,0
2015,2018,2,0,5,10,2,6,1,25,1,2,0,0,0
2015,2018,2,0,1,10,2,3,4,24,1,2,0,0,0
2015,2018,2,172,5,10,2,6,5,1,2,1,6,5,1
2015,2018,1,0,5,10,2,6,1,25,1,2,0,0,0
2015,2018,3,0,5,10,2,6,3,6,1,2,0,0,0
2015,2018,5,0,1,9,2,5,5,19,1,2,0,0,0
2015,2018,2,344,5,10,2,6,3,6,2,3,6,3,6
2015,2018,2,0,1,7,2,5,1,25,1,2,0,0,0
2015,2018,2,0,5,10,2,6,3,6,1,2,0,0,0
2015,2018,3,728,5,2,2,4,1,25,2,3,4,1,25
2015,2018,2,297,5,7,2,8,1,25,2,3,8,1,25
2015,2018,2,208,5,10,2,5,3,6,2,3,5,3,6
2015,2018,2,0,5,7,2,5,1,25,1,2,0,0,0
2015,2018,2,0,8,9,2,6,3,23,1,2,0,0,0
2015,2018,2,500,5,10,1,6,3,23,2,3,6,3,23
2015,2018,1,0,1,10,2,6,4,16,1,2,0,0,0
2015,2018,1,0,5,7,2,5,3,23,1,2,0,0,0
2015,2018,2,0,5,2,1,5,1,25,1,2,0,0,0
2015,2018,1,0,1,7,2,5,2,15,1,2,0,0,0
2015,2018,2,350,5,10,1,6,3,6,2,3,6,3,6
2015,2018,2,579,5,10,2,5,1,25,2,3,5,1,25
2015,2018,3,105,5,7,2,6,4,14,2,1,6,4,14
2015,2018,5,0,5,10,2,6,5,1,1,2,0,0,0
2015,2018,2,0,5,7,2,6,1,7,1,2,0,0,0
2015,2018,2,101,5,10,2,5,1,25,2,1,6,3,6
2015,2018,3,81,11,10,1,5,5,19,2,3,3,2,12
2015,2018,2,346,5,7,2,6,3,6,2,3,6,3,6
2015,2018,2,110,5,10,2,5,1,25,2,3,5,1,25
2015,2018,2,848,1,10,2,3,5,1,2,1,5,3,6
2015,2018,5,0,1,10,2,3,3,23,1,2,0,0,0
2015,2018,2,0,1,10,2,6,4,16,1,2,0,0,0
2015,2018,3,0,5,7,2,5,3,6,1,2,0,0,0
2015,2018,3,0,5,7,2,8,1,25,1,2,0,0,0
2015,2018,2,531,1,7,2,3,5,1,2,1,3,4,14
2015,2018,4,0,5,10,2,5,5,1,1,2,0,0,0
2015,2018,3,0,6,9,2,4,1,25,1,2,0,0,0
2015,2018,2,0,5,10,2,5,1,25,1,2,0,0,0
2015,2018,2,729,1,10,2,6,4,14,2,1,6,4,14
2015,2018,4,295,1,9,2,3,4,3,2,1,13,5,1
2015,2018,2,0,5,10,2,6,4,16,1,2,0,0,0
2015,2018,1,461,8,10,1,6,4,16,2,3,6,4,16
2015,2018,2,0,5,10,1,6,5,19,1,2,0,0,0
2015,2018,3,98,5,10,1,3,3,23,2,1,3,3,23
2015,2018,2,0,1,10,2,3,5,1,1,2,0,0,0
2015,2018,2,0,5,10,1,6,1,25,1,2,0,0,0
2015,2018,2,340,5,10,1,6,3,6,2,3,6,3,6
2015,2018,1,274,5,10,2,4,5,15,2,3,4,5,15
2015,2018,2,0,5,10,2,6,5,1,1,2,0,0,0
2015,2018,2,0,5,10,2,6,3,6,1,2,0,0,0
2015,2018,5,0,5,10,2,5,5,11,1,2,0,0,0
2015,2018,2,0,5,7,1,5,5,1,1,2,0,0,0
2015,2018,2,506,5,10,2,5,3,23,2,1,5,3,23
2015,2018,4,287,11,10,2,16,5,19,2,1,6,2,12
2015,2018,2,0,5,7,2,8,1,25,1,2,0,0,0
2015,2018,2,0,5,10,2,6,4,14,1,2,0,0,0
2015,2018,5,0,5,10,2,6,1,25,1,2,0,0,0
2015,2018,1,153,5,7,2,3,5,1,2,1,3,4,24
2015,2018,1,661,5,10,2,5,3,6,2,1,5,3,6
2015,2018,2,0,1,7,2,6,3,6,1,2,0,0,0
2015,2018,2,0,1,10,2,6,3,5,1,2,0,0,0
2015,2018,2,840,5,10,2,6,3,23,2,3,6,3,23
2015,2018,1,0,1,10,2,3,4,16,1,2,0,0,0
2015,2018,1,605,5,7,2,6,1,25,2,3,6,1,25
2015,2018,2,0,1,2,2,5,3,6,1,2,0,0,0
2015,2018,1,693,5,7,2,5,2,15,2,1,5,2,15
2015,2018,2,0,1,10,2,6,3,6,1,2,0,0,0
2015,2018,2,668,5,10,1,5,1,25,2,3,5,1,25
2015,2018,2,529,10,7,2,6,5,1,2,1,3,4,24
2015,2018,3,158,11,7,2,3,5,19,2,1,6,5,1
2015,2018,2,127,5,9,2,3,4,24,2,3,3,4,24
2015,2018,2,0,5,7,2,5,1,25,1,2,0,0,0
2015,2018,2,0,5,2,2,5,1,25,1,2,0,0,0
2015,2018,4,0,1,10,2,3,4,24,1,2,0,0,0
2015,2018,2,0,5,10,2,5,5,15,1,2,0,0,0
2015,2018,2,792,5,10,2,6,1,25,2,1,5,1,25
2015,2018,2,0,5,10,1,6,3,9,1,2,0,0,0
2015,2018,1,0,5,7,2,6,1,25,1,2,0,0,0
2015,2018,2,890,5,9,2,8,2,12,2,3,8,2,12
2015,2018,3,0,1,7,2,5,1,25,1,2,0,0,0
2015,2018,2,0,5,10,2,6,4,14,1,2,0,0,0
2015,2018,2,0,10,10,2,6,3,23,1,2,0,0,0
2015,2018,3,0,5,7,2,5,1,25,1,2,0,0,0
2015,2018,1,0,1,10,2,3,5,1,1,2,0,0,0
2015,2018,2,238,10,10,1,3,4,24,2,1,6,3,9
2015,2018,2,0,1,10,2,3,5,1,1,2,0,0,0
2015,2018,1,0,1,2,2,5,5,1,1,2,0,0,0
2015,2018,2,385,11,10,2,3,2,12,2,1,6,2,12
2015,2018,4,0,1,7,2,6,3,23,1,2,0,0,0
2015,2018,2,0,5,10,2,5,3,6,1,2,0,0,0
2015,2018,2,313,5,10,1,5,1,25,2,3,5,1,25
2015,2018,3,0,5,9,2,4,1,25,1,2,0,0,0
2015,2018,3,662,11,10,2,5,5,19,2,1,6,2,12
2015,2018,2,0,5,10,2,6,5,1,1,2,0,0,0
2015,2018,2,217,5,10,2,6,4,16,2,1,6,4,16
2015,2018,2,0,5,7,2,8,2,12,1,2,0,0,0
2015,2018,4,1046,5,7,2,6,3,6,2,1,6,3,6
2015,2018,3,178,5,10,1,5,1,25,2,3,5,1,25
2015,2018,2,338,5,7,2,8,1,25,2,1,8,1,25
2015,2018,2,490,5,2,2,6,4,16,2,3,6,4,16
2015,2018,2,0,8,7,2,6,4,16,1,2,0,0,0
2015,2018,1,120,5,10,2,6,3,6,2,3,6,3,23
2015,2018,2,0,1,9,2,6,3,6,1,2,0,0,0
2015,2018,1,0,5,10,1,5,1,25,1,2,0,0,0
2015,2018,2,1074,1,2,2,5,3,6,2,1,6,3,23
2015,2018,2,153,5,10,2,6,3,26,2,3,6,3,26
2015,2018,3,0,5,10,2,6,1,25,1,2,0,0,0
2015,2018,1,0,5,7,2,6,4,27,1,2,0,0,0
2015,2018,2,484,5,7,1,5,1,25,2,3,5,1,25
2015,2018,4,0,5,10,2,5,1,25,1,2,0,0,0
2015,2018,2,0,5,10,1,5,1,25,1,2,0,0,0
2015,2018,2,0,1,2,2,6,5,1,1,2,0,0,0
2015,2018,2,0,5,10,2,6,5,1,1,2,0,0,0
2015,2018,1,0,6,9,2,6,2,12,1,2,0,0,0
2015,2018,1,169,5,7,2,5,3,6,2,1,5,3,6
2015,2018,2,586,11,10,2,3,2,12,2,1,6,2,12
2015,2018,3,193,1,7,2,3,5,1,2,1,3,5,1
2015,2018,1,0,1,7,2,3,3,6,1,2,0,0,0
2015,2018,1,1015,5,10,2,6,4,16,2,1,5,5,1
2015,2018,5,272,5,10,2,6,4,16,2,1,6,4,16
2015,2018,3,0,10,10,1,3,3,23,1,2,0,0,0
2015,2018,1,243,1,10,2,3,3,6,2,1,3,5,1
2015,2018,2,574,5,10,2,6,3,23,2,1,6,3,23
2015,2018,3,0,10,7,2,6,5,1,1,2,0,0,0
2015,2018,3,0,5,10,2,5,3,6,1,2,0,0,0
2015,2018,2,0,5,7,2,8,1,25,1,2,0,0,0
2015,2018,2,0,5,10,2,6,5,1,1,2,0,0,0
2015,2018,2,314,1,10,2,3,5,1,2,1,6,3,6
2015,2018,2,0,8,9,2,5,1,25,1,2,0,0,0
2015,2018,1,204,11,10,2,6,3,23,2,1,6,3,23
2015,2018,4,0,5,7,2,6,1,25,1,2,0,0,0
2015,2018,2,993,1,7,2,6,3,23,2,1,6,3,23
2015,2018,2,0,1,10,2,5,5,19,1,2,0,0,0
2015,2018,2,0,5,10,1,6,3,9,1,2,0,0,0
2015,2018,4,0,5,7,2,8,1,25,1,2,0,0,0
2015,2018,2,517,5,7,2,8,1,25,2,1,8,1,25
2015,2018,4,207,5,7,2,5,1,25,2,3,5,1,25
2015,2018,1,0,8,10,2,6,5,15,1,2,0,0,0
2015,2018,1,0,10,10,2,3,3,9,1,2,0,0,0
2015,2018,5,0,5,10,2,6,4,16,1,2,0,0,0
2015,2018,1,0,1,7,2,6,5,1,1,2,0,0,0
2015,2018,1,0,5,10,2,6,1,25,1,2,0,0,0
2015,2018,1,410,5,7,2,5,5,15,2,3,5,5,15
2015,2018,2,0,5,10,2,6,3,23,1,2,0,0,0
2015,2018,1,0,5,10,2,5,1,25,1,2,0,0,0
2015,2018,2,0,5,10,2,5,1,25,1,2,0,0,0
2015,2018,2,0,5,9,2,5,2,12,1,2,0,0,0
2015,2018,2,0,5,10,2,6,1,25,1,2,0,0,0
2015,2018,2,446,1,10,2,3,3,9,2,1,3,3,9
2015,2018,3,0,5,7,2,4,5,15,1,2,0,0,0
2015,2018,2,0,1,10,2,6,3,23,1,2,0,0,0
2015,2018,3,0,1,10,2,6,3,23,1,2,0,0,0
2015,2018,2,0,5,10,2,6,1,7,1,2,0,0,0
2015,2018,2,875,5,7,2,6,3,9,2,1,3,5,1
2015,2018,1,334,5,10,2,5,3,6,2,3,5,3,6
2015,2018,1,0,1,10,2,3,5,1,1,2,0,0,0
2015,2018,2,0,5,10,2,6,3,23,1,2,0,0,0
2015,2018,2,0,5,10,2,5,5,1,1,2,0,0,0
2015,2018,2,0,1,10,2,6,5,1,1,2,0,0,0
2015,2018,3,0,1,7,2,13,4,16,1,2,0,0,0
2015,2018,2,381,5,10,2,5,1,25,2,3,5,1,25
2015,2018,2,854,5,7,1,3,4,24,2,1,3,4,24
2015,2018,1,0,5,10,2,6,3,6,1,2,0,0,0
2015,2018,1,0,1,10,2,3,5,1,1,2,0,0,0
2015,2018,2,0,1,9,2,3,5,1,1,2,0,0,0
2015,2018,2,454,5,7,2,6,5,1,2,1,8,2,12
2015,2018,2,217,5,7,2,5,1,25,2,3,5,1,25
2015,2018,2,0,8,10,2,6,3,23,1,2,0,0,0
2015,2018,2,230,5,10,2,6,1,7,2,3,6,1,7
2015,2018,2,295,5,10,2,5,1,25,2,3,5,1,25
2015,2018,1,1002,10,10,1,6,1,25,2,1,3,1,7
2015,2018,2,0,5,9,2,5,1,25,1,2,0,0,0
2015,2018,2,0,5,10,2,5,2,12,1,2,0,0,0
2015,2018,1,0,5,10,2,4,2,12,1,2,0,0,0
2015,2018,4,0,5,10,2,5,3,23,1,2,0,0,0
2015,2018,3,0,5,10,2,5,3,23,1,2,0,0,0
2015,2018,2,0,1,2,2,6,5,1,1,2,0,0,0
2015,2018,3,425,5,10,1,3,5,1,2,3,3,5,1
2015,2018,1,0,1,10,2,6,3,6,1,2,0,0,0
2015,2018,1,457,1,10,2,6,3,6,2,1,3,5,1
2015,2018,2,782,5,7,2,5,5,18,2,3,5,5,18
2015,2018,1,98,5,10,2,5,3,23,2,3,5,3,23
2015,2018,3,0,6,9,2,3,5,1,1,2,0,0,0
2015,2018,2,246,5,7,1,5,3,6,2,1,5,3,6
2015,2018,2,0,5,10,2,5,3,5,1,2,0,0,0
2015,2018,2,71,5,10,2,8,5,19,2,3,8,5,19
2015,2018,1,0,5,7,2,5,1,25,1,2,0,0,0
2015,2018,2,642,5,10,2,5,1,13,2,1,5,1,13
2015,2018,2,140,5,7,2,6,5,1,2,3,6,5,1
2015,2018,2,0,6,9,2,6,5,19,1,2,0,0,0
2015,2018,2,0,8,10,2,6,3,23,1,2,0,0,0
2015,2018,2,478,1,10,2,6,5,11,2,1,8,2,12
2015,2018,2,0,5,7,2,6,5,15,1,2,0,0,0
2015,2018,2,511,11,10,2,3,5,1,2,1,6,2,12
2015,2018,3,0,1,10,1,3,5,15,1,2,0,0,0
2015,2018,2,0,11,10,2,5,3,6,1,2,0,0,0
2015,2018,1,0,5,7,2,6,3,6,1,2,0,0,0
2015,2018,1,0,1,7,2,3,4,27,1,2,0,0,0
2015,2018,2,0,5,7,2,6,3,23,1,2,0,0,0
2015,2018,2,0,1,7,2,8,1,25,1,2,0,0,0
2015,2018,2,0,8,7,2,6,5,1,1,2,0,0,0
2015,2018,2,0,1,10,2,5,5,19,1,2,0,0,0
2015,2018,4,0,10,10,2,5,1,25,1,2,0,0,0
2015,2018,1,372,1,7,2,6,3,23,2,1,6,3,6
2015,2018,2,0,1,7,2,5,1,25,1,2,0,0,0
2015,2018,1,268,5,10,1,3,4,14,2,1,6,5,1
2015,2018,4,0,5,10,2,4,1,25,1,2,0,0,0
2015,2018,1,119,5,10,2,5,1,25,2,3,5,1,25
2015,2018,2,0,5,7,2,6,1,25,1,2,0,0,0
2015,2018,2,0,5,10,2,3,4,16,1,2,0,0,0
2015,2018,1,0,5,10,1,3,3,23,1,2,0,0,0
2015,2018,1,0,5,7,2,5,3,23,1,2,0,0,0
2015,2018,2,0,5,10,2,5,3,23,1,2,0,0,0
2015,2018,2,231,7,7,2,6,5,1,2,3,6,5,1
2015,2018,1,375,5,10,2,6,3,6,2,1,6,4,16
2015,2018,1,179,11,7,2,6,1,13,2,1,3,2,13
2015,2018,2,210,5,10,2,5,3,23,2,3,5,3,23
2015,2018,1,483,5,7,2,5,5,1,2,3,5,5,1
2015,2018,2,447,5,10,2,6,3,9,2,1,6,3,9
2015,2018,1,0,5,10,2,6,3,9,1,2,0,0,0
2015,2018,2,472,5,2,1,5,1,25,2,3,5,1,25
2015,2018,3,0,6,9,2,4,1,25,1,2,0,0,0
2015,2018,5,0,11,7,2,5,5,19,1,2,0,0,0
2015,2018,1,0,1,10,2,6,3,26,1,2,0,0,0
2015,2018,2,0,5,10,2,6,1,7,1,2,0,0,0
2015,2018,1,331,5,7,2,8,1,25,2,3,8,1,25
2015,2018,2,501,5,10,2,6,4,16,2,3,6,4,16
2015,2018,2,0,5,10,2,5,5,19,1,2,0,0,0
2015,2018,1,0,1,2,2,6,4,24,1,2,0,0,0
2015,2018,2,0,10,7,1,5,3,6,1,2,0,0,0
2015,2018,2,0,1,7,2,6,3,23,1,2,0,0,0
2015,2018,2,0,5,10,2,6,2,12,1,2,0,0,0
2015,2018,2,909,5,10,2,5,3,6,2,3,5,3,6
2015,2018,1,0,5,10,2,6,1,25,1,2,0,0,0
2015,2018,1,0,11,10,2,5,5,19,1,2,0,0,0
2015,2018,1,544,10,10,2,3,3,23,2,1,6,3,6
2015,2018,3,0,11,10,2,3,2,12,1,2,0,0,0
2015,2018,1,0,1,10,1,3,5,1,1,2,0,0,0
2015,2018,2,0,11,9,2,5,5,19,1,2,0,0,0
2015,2018,1,0,1,10,1,3,4,27,1,2,0,0,0
2015,2018,2,0,8,10,1,5,1,13,1,2,0,0,0
2015,2018,5,526,5,10,1,5,3,23,2,3,5,3,23
2015,2018,3,0,1,10,2,3,5,1,1,2,0,0,0
2015,2018,2,0,1,10,2,5,1,25,1,2,0,0,0
2015,2018,2,0,10,10,1,6,3,23,1,2,0,0,0
2015,2018,1,0,5,10,1,5,1,25,1,2,0,0,0
2015,2018,1,897,8,7,2,5,3,6,2,3,5,3,6
2015,2018,2,0,5,10,2,6,4,16,1,2,0,0,0
2015,2018,3,455,9,7,2,6,4,14,2,1,6,4,14
2015,2018,2,61,5,10,2,3,1,7,2,3,3,1,7
2015,2018,1,0,10,10,2,3,3,6,1,2,0,0,0
2015,2018,1,237,5,10,2,5,3,23,2,3,5,3,23
2015,2018,1,0,5,7,2,4,5,15,1,2,0,0,0
2015,2018,1,401,1,10,2,6,3,6,2,1,3,3,23
2015,2018,4,0,5,10,1,3,3,9,1,2,0,0,0
2015,2018,2,0,5,7,2,5,1,25,1,2,0,0,0
2015,2018,2,656,10,9,1,3,3,23,2,1,6,4,14
2015,2018,2,263,5,10,2,5,3,6,2,1,5,3,6
2015,2018,1,202,11,10,2,5,5,19,2,1,3,2,12
2015,2018,3,0,1,10,2,6,1,7,1,2,0,0,0
2015,2018,2,0,11,10,2,16,5,19,1,2,0,0,0
2015,2018,1,831,1,10,2,6,3,6,2,1,3,5,1
2015,2018,2,0,5,10,2,5,3,23,1,2,0,0,0
2015,2018,2,862,1,7,1,3,5,1,2,1,5,5,15
2015,2018,2,0,5,9,1,4,1,25,1,2,0,0,0
2015,2018,4,0,5,7,2,5,1,25,1,2,0,0,0
2015,2018,2,0,5,10,2,6,3,6,1,2,0,0,0
2015,2018,1,318,5,7,2,5,5,1,2,3,5,5,1
2015,2018,2,0,1,10,2,6,3,26,1,2,0,0,0
2015,2018,2,428,1,10,2,6,3,6,2,1,3,5,1
2015,2018,1,919,1,10,2,6,1,25,2,1,5,3,23
2015,2018,2,0,1,7,2,6,3,9,1,2,0,0,0
2015,2018,2,691,1,10,1,6,4,8,2,1,3,3,23
2015,2018,2,0,5,7,2,6,3,6,1,2,0,0,0
2015,2018,2,0,1,2,1,6,3,23,1,2,0,0,0
2015,2018,2,537,5,10,1,6,3,23,2,3,6,3,23
2015,2018,2,0,1,7,2,6,1,7,1,2,0,0,0
2015,2018,2,1058,1,10,2,6,3,6,2,1,6,3,23
2015,2018,2,0,5,10,2,5,3,23,1,2,0,0,0
2015,2018,2,0,11,7,2,5,5,19,1,2,0,0,0
2015,2018,3,0,1,9,2,6,4,16,1,2,0,0,0
2015,2018,2,734,5,10,1,5,1,25,2,3,5,1,25
2015,2018,2,0,1,7,2,8,1,25,1,2,0,0,0
2015,2018,1,670,1,2,2,3,3,26,2,1,3,5,1
2015,2018,2,0,5,10,2,6,3,6,1,2,0,0,0
2015,2018,1,0,6,9,2,5,5,19,1,2,0,0,0
2015,2018,1,946,5,10,2,6,1,25,2,1,8,1,25
2015,2018,2,876,5,10,2,6,3,6,2,1,6,3,6
2015,2018,2,1000,11,10,2,3,2,12,2,1,6,2,12
2015,2018,2,204,5,10,2,5,3,6,2,3,5,3,6
2015,2018,2,553,5,10,2,8,1,25,2,3,8,1,25
2015,2018,2,903,5,10,2,6,1,7,2,1,6,1,7
2015,2018,2,105,5,10,2,6,4,27,2,1,6,3,23
2015,2018,2,0,5,10,2,6,3,23,1,2,0,0,0
2015,2018,2,0,5,10,2,4,5,15,1,2,0,0,0
2015,2018,1,178,5,7,2,8,1,25,2,1,8,1,25
2015,2018,2,468,1,10,2,3,5,1,2,1,3,5,1
2015,2018,2,0,1,10,2,6,5,1,1,2,0,0,0
2015,2018,2,0,5,2,1,5,1,25,1,2,0,0,0
2015,2018,4,0,1,10,2,6,3,23,1,2,0,0,0
2015,2018,3,742,5,2,2,6,5,1,2,1,6,3,6
2015,2018,2,0,5,7,2,5,3,23,1,2,0,0,0
2015,2018,2,126,5,10,2,6,4,24,2,3,8,2,12
2015,2018,2,0,1,10,2,3,3,23,1,2,0,0,0
2015,2018,2,438,1,7,2,6,5,1,2,1,5,3,6
2015,2018,2,0,5,10,2,6,4,16,1,2,0,0,0
2015,2018,2,0,5,10,1,6,1,13,1,2,0,0,0
2015,2018,2,0,5,10,2,5,3,6,1,2,0,0,0
2015,2018,3,0,1,7,2,6,3,6,1,2,0,0,0
2015,2018,2,0,5,3,2,6,1,25,1,2,0,0,0
2015,2018,2,0,1,9,2,6,5,1,1,2,0,0,0
2015,2018,1,344,5,10,2,4,2,12,2,3,4,2,12
